18,17,16,18,16,16,16,16,18,17,16,16,18,16,18,16,16,18,16,16,18,18,17,16,18,18,16,18,17,18,16,16,18,17,18,16,17,16,18,16,18,16,18,16,16,16,16,16,16,18,
17,16,16,16,17,18,16,17,17,17,16,17,17,16,17,18,16,16,17,17,17,18,17,16,18,16,17,16,18,18,16,18,17,18,18,18,16,17,16,17,18,16,16,17,16,18,16,16,16,18,
17,18,16,17,16,16,18,17,16,18,16,16,17,17,17,16,17,16,18,16,17,17,18,17,17,18,18,18,16,17,18,18,16,16,18,18,16,18,18,18,18,16,17,18,18,17,17,18,18,18,
16,16,16,17,18,17,18,17,18,16,17,18,18,18,16,16,16,18,16,17,17,18,18,18,18,16,17,18,16,17,16,17,17,17,18,18,18,18,17,16,16,17,18,16,16,17,16,16,18,17,
17,16,18,17,16,18,16,18,17,16,16,17,16,17,16,16,17,17,17,16,17,18,17,17,18,18,18,18,18,16,18,17,17,18,17,17,18,18,18,16,16,16,18,18,18,18,17,16,17,16,
18,16,17,17,16,18,17,16,17,18,16,18,18,17,17,17,16,16,17,16,17,17,18,17,18,17,17,17,18,16,18,17,17,16,17,17,16,18,18,17,18,16,17,17,17,18,17,16,17,17,
16,16,18,16,18,17,17,18,17,18,17,16,17,17,16,18,18,16,18,18,18,16,18,16,16,16,16,18,18,18,17,18,16,18,18,17,16,17,17,17,17,18,16,18,16,18,17,16,17,18,
17,17,16,16,16,18,17,17,16,17,17,16,16,17,16,18,16,18,16,16,17,16,17,18,16,17,17,17,17,17,18,17,16,16,18,16,16,18,17,17,18,16,17,17,16,18,16,18,18,16,
18,18,16,18,17,17,18,16,18,18,16,18,18,16,17,16,17,18,18,18,16,17,16,16,18,18,16,16,18,16,17,17,18,16,16,16,18,16,16,17,17,16,16,16,18,17,18,18,18,18,
17,17,18,18,17,18,17,17,17,18,16,18,16,18,18,18,17,17,16,17,17,17,16,16,18,18,18,18,16,16,18,16,16,17,18,18,18,17,17,18,18,18,17,18,16,17,17,18,18,18,
17,18,16,18,16,18,18,16,17,18,17,16,16,18,18,17,17,17,16,18,18,16,18,18,18,17,18,17,16,17,17,16,16,18,16,17,16,16,17,16,18,16,17,16,16,18,16,17,16,18,
17,16,17,16,18,18,16,16,17,16,16,16,18,18,16,17,17,18,16,16,18,18,18,17,18,16,18,16,16,16,16,18,17,18,16,17,17,16,17,17,16,16,18,16,17,17,16,17,16,17,
17,17,17,16,18,17,16,18,18,18,16,17,18,16,16,18,17,17,18,17,16,17,16,18,18,18,16,16,17,17,18,16,16,18,17,16,16,17,16,16,18,16,17,16,17,18,17,18,16,17,
17,16,17,16,17,16,16,17,16,17,18,18,17,17,18,16,17,18,17,17,17,18,18,16,18,16,18,16,17,16,18,18,18,17,17,16,17,17,18,16,18,16,17,18,17,18,17,18,16,18,
17,18,17,17,16,17,17,17,16,16,18,18,18,18,16,17,17,18,16,17,17,18,18,16,18,18,17,16,18,16,18,18,17,17,17,17,16,16,16,18,18,17,16,17,16,16,17,18,16,17,
16,17,18,17,16,18,17,18,18,17,18,17,18,17,18,16,17,17,18,16,16,17,17,18,17,18,16,17,17,18,18,17,18,18,17,17,17,17,17,18,16,17,17,16,16,18,17,18,18,17,
17,16,17,18,18,17,17,17,17,18,18,16,17,18,16,17,16,17,16,18,17,17,16,17,18,18,16,17,18,18,18,16,17,18,17,17,18,17,16,17,17,16,17,16,18,16,16,16,17,18,
16,16,16,16,16,17,16,18,18,17,17,16,17,16,16,17,17,18,16,16,18,17,18,18,16,18,17,17,17,16,16,16,18,17,17,17,18,16,16,17,18,17,16,16,16,16,17,18,18,18,
16,16,16,17,18,17,17,18,17,17,16,16,17,18,16,16,16,18,18,18,17,16,18,16,17,17,17,16,16,17,17,16,18,18,16,16,16,18,17,18,17,16,16,18,18,18,18,17,17,17,
16,16,16,18,17,18,17,18,18,18,16,17,17,17,16,16,17,16,17,18,17,17,18,18,16,16,17,18,16,17,18,17,18,18,16,17,18,16,17,16,16,18,17,17,18,18,18,16,17,18,
18,18,16,16,18,17,17,18,16,16,18,16,16,18,16,16,17,17,16,17,17,18,18,16,16,18,17,18,17,17,17,18,18,17,16,16,18,18,16,17,16,18,17,18,17,17,18,17,18,18,
17,16,18,16,17,17,16,17,16,17,18,18,16,17,16,18,16,17,18,18,17,17,17,17,17,17,16,17,18,18,17,16,16,17,18,16,17,18,16,16,17,17,16,16,17,16,16,17,16,18,
18,16,16,17,17,18,16,18,16,18,17,17,16,18,17,17,16,16,16,17,17,17,18,17,17,17,16,16,17,16,16,17,18,17,17,16,16,17,17,18,16,18,17,16,17,17,18,16,18,17,
16,17,16,18,18,16,16,18,17,17,16,16,17,16,16,17,18,18,16,17,16,16,17,18,18,18,18,17,16,16,17,16,16,18,16,17,16,18,17,16,18,17,17,17,18,17,17,18,17,17,
18,17,16,16,16,16,18,18,17,18,17,17,18,17,17,18,17,18,16,17,16,16,16,18,16,18,18,17,17,17,18,17,17,16,17,18,18,18,17,17,18,16,17,16,16,17,16,16,16,16,
16,16,16,16,18,17,18,18,16,18,17,16,18,18,18,16,17,17,16,17,16,18,17,16,16,16,16,16,16,16,18,17,17,18,18,17,17,18,16,17,17,16,17,18,18,16,17,18,17,16,
17,16,18,18,16,18,16,18,17,16,18,16,18,17,16,17,18,18,18,16,18,16,17,18,16,17,16,17,16,18,16,17,18,18,16,17,18,17,17,18,17,17,16,17,16,17,17,18,17,17,
17,17,17,16,17,18,18,17,17,18,18,16,18,17,16,17,18,18,18,17,17,16,18,18,16,17,18,18,18,16,16,16,18,18,16,17,16,16,18,17,17,16,17,16,18,16,16,17,16,17,
16,18,16,17,16,16,18,17,16,16,18,16,17,18,17,16,17,16,16,16,17,17,17,17,17,17,16,16,18,17,17,17,17,17,16,16,16,17,16,16,18,16,16,18,16,18,18,16,16,16,
16,16,16,18,17,16,17,18,17,16,17,18,18,17,17,17,16,16,18,16,16,17,16,16,16,16,18,17,16,18,17,17,18,17,18,16,18,16,18,16,18,18,17,16,17,18,17,18,16,17,
17,17,18,18,16,17,16,17,16,17,18,16,17,16,16,18,18,18,17,18,17,18,17,17,17,18,17,17,18,18,17,18,18,18,17,18,17,17,18,17,16,17,17,18,18,16,16,18,17,17,
17,18,17,17,16,17,16,18,18,16,16,16,17,16,17,18,17,18,17,18,18,17,17,18,18,17,18,18,16,18,18,16,18,16,16,17,16,18,18,18,17,17,16,16,16,17,16,16,18,18,
18,18,17,16,18,18,16,17,18,17,17,16,16,18,17,16,18,17,17,18,17,18,16,16,17,16,17,17,17,17,16,16,17,18,18,16,17,18,16,18,16,18,17,16,18,16,17,17,17,17

[layer]
type=object
data=
77,65,65,69,69,65,69,69,69,69,78,77,69,65,69,65,65,65,65,69,65,65,69,69,65,69,69,65,69,65,69,65,69,65,78,77,65,65,69,69,69,65,65,65,69,69,69,65,65,78,
68,0,0,0,0,0,0,0,0,0,66,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,68,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
64,0,0,0,0,0,0,0,0,0,66,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,68,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
64,0,0,0,0,0,0,0,0,0,74,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,73,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,0,0,0,0,66,
64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
64,0,0,0,0,0,0,0,0,0,75,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,72,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
64,0,0,0,0,0,0,0,0,0,66,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,64,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
68,0,0,0,0,0,0,0,0,0,66,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,68,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
76,67,67,67,67,67,67,67,67,67,79,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,76,67,67,67,67,67,67,67,67,67,67,67,67,67,79,
77,65,65,69,65,69,65,69,65,65,78,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,77,65,65,69,65,69,69,65,65,69,65,65,65,69,78,
64,0,0,0,0,0,0,0,0,0,66,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,64,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
68,0,0,0,0,0,0,0,0,0,66,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,64,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
68,0,0,0,0,0,0,0,0,0,66,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,68,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
64,0,0,0,0,0,0,0,0,0,66,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,64,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
68,0,0,0,0,0,0,0,0,0,66,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,64,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
68,0,0,0,0,0,0,0,0,0,66,76,67,67,67,67,67,67,67,72,0,0,0,0,0,0,75,67,67,67,67,67,67,67,79,64,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
68,0,0,0,0,0,0,0,0,0,66,77,65,69,69,78,77,69,65,73,0,0,0,0,0,0,74,65,65,78,77,65,65,69,78,68,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
76,67,67,72,0,0,75,67,67,67,79,68,0,0,0,66,64,0,0,0,0,0,0,0,0,0,0,0,0,66,64,0,0,0,66,76,67,67,67,67,72,0,0,75,67,67,67,67,67,79,
77,69,69,73,0,0,74,69,65,65,69,73,0,0,0,66,68,0,0,0,0,0,0,0,0,0,0,0,0,66,68,0,0,0,74,65,65,69,65,69,73,0,0,74,69,69,69,69,65,78,
64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,68,0,0,0,0,0,0,0,0,0,0,0,0,66,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,64,0,0,0,0,0,0,0,0,0,0,0,0,66,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,64,0,0,0,0,0,0,0,0,0,0,0,0,66,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,68,0,0,0,0,0,0,0,0,0,0,0,0,66,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,68,0,0,0,0,0,0,0,0,0,0,0,0,66,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,68,0,0,0,0,0,0,0,0,0,0,0,0,66,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,64,0,0,0,0,0,0,0,0,0,0,0,0,66,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,68,0,0,0,0,0,0,0,0,0,0,0,0,66,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,68,0,0,0,0,0,0,0,0,0,0,0,0,66,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,68,0,0,0,0,0,0,0,0,0,0,0,0,66,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,68,0,0,0,0,0,0,0,0,0,0,0,0,66,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,68,0,0,0,0,0,0,0,0,0,0,0,0,66,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,68,0,0,0,0,0,0,0,0,0,0,0,0,66,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,68,0,0,0,0,0,0,0,0,0,0,0,0,66,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,68,0,0,0,0,0,0,0,0,0,0,0,0,66,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,73,0,0,0,0,0,0,0,0,0,0,0,0,74,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,72,0,0,0,0,0,0,0,0,0,0,0,0,75,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,68,0,0,0,0,0,0,0,0,0,0,0,0,66,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,64,0,0,0,0,0,0,0,0,0,0,0,0,66,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,68,0,0,0,0,0,0,0,0,0,0,0,0,66,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,64,0,0,0,0,0,0,0,0,0,0,0,0,66,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,64,0,0,0,0,0,0,0,0,0,0,0,0,66,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
64,0,0,0,285,0,0,0,0,0,0,0,0,0,0,66,64,0,0,0,0,0,0,0,0,0,0,0,0,66,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,64,0,0,0,0,0,0,0,0,0,0,0,0,66,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,68,0,0,0,0,0,0,0,0,0,0,0,0,66,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,64,0,0,0,0,0,0,0,0,0,0,0,0,66,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
76,67,67,67,67,67,67,67,67,67,67,67,67,67,67,79,76,67,67,67,67,67,67,67,67,67,67,67,67,79,76,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,79

[layer]
type=collision
data=
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,
1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
